#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP014692.1	2996573	2997721	-	-	-	A0U92_RS13665	WP_077813679.1	382	N-acetyltransferase
chr	NZ_CP014692.1	2997721	2998185	-	-	-	A0U92_RS13670	WP_077813680.1	154	RidA family protein
chr	NZ_CP014692.1	2998490	3000490	-	-	-	A0U92_RS13675	WP_077813681.1	666	S9 family peptidase
chr	NZ_CP014692.1	3000557	3001276	+	-	-	A0U92_RS13680	WP_077813682.1	239	DedA family protein
chr	NZ_CP014692.1	3001266	3002231	+	-	-	A0U92_RS13685	WP_077814469.1	321	SDR family NAD(P)-dependent oxidoreductase
chr	NZ_CP014692.1	3002526	3003533	+	-	-	A0U92_RS13690	WP_077813683.1	335	LLM class flavin-dependent oxidoreductase
chr	NZ_CP014692.1	3003686	3004063	-	-	-	A0U92_RS13695	WP_077813684.1	125	histidine triad nucleotide-binding protein
chr	NZ_CP014692.1	3004100	3004615	-	-	-	A0U92_RS13700	WP_077813685.1	171	phosphoribosyl-ATP diphosphatase
chr	NZ_CP014692.1	3004627	3005409	-	-	-	A0U92_RS13705	WP_077813686.1	260	imidazole glycerol phosphate synthase subunit HisF
chr	NZ_CP014692.1	3005409	3006749	-	-	-	A0U92_RS13710	WP_077813687.1	446	1-(5-phosphoribosyl)-5
chr	NZ_CP014692.1	3006749	3007411	-	-	-	A0U92_RS13715	WP_077814470.1	220	imidazole glycerol phosphate synthase subunit HisH
chr	NZ_CP014692.1	3007420	3007863	-	-	-	A0U92_RS13720	WP_077813688.1	147	hypothetical protein
chr	NZ_CP014692.1	3007860	3008456	-	-	-	A0U92_RS13725	WP_077814471.1	198	imidazoleglycerol-phosphate dehydratase HisB
chr	NZ_CP014692.1	3008574	3010961	-	-	-	A0U92_RS13730	WP_077813689.1	795	EAL domain-containing protein
chr	NZ_CP014692.1	3011246	3011611	+	-	-	A0U92_RS13735	WP_077813690.1	121	hypothetical protein
chr	NZ_CP014692.1	3011654	3011851	-	-	-	A0U92_RS13740	WP_077813691.1	65	hypothetical protein
chr	NZ_CP014692.1	3012370	3014772	+	-	-	A0U92_RS13745	WP_077813692.1	800	TonB-dependent receptor
chr	NZ_CP014692.1	3014930	3015394	-	-	-	A0U92_RS13750	WP_077813693.1	154	IS5 family transposase
chr	NZ_CP014692.1	3015460	3016620	-	-	-	A0U92_RS13755	WP_077813694.1	386	glycosyltransferase family 4 protein
chr	NZ_CP014692.1	3018034	3019257	+	-	-	A0U92_RS13765	WP_077813695.1	407	acetylornithine deacetylase
chr	NZ_CP014692.1	3019445	3020308	+	-	-	A0U92_RS13770	WP_077814472.1	287	peptidase M14
chr	NZ_CP014692.1	3020398	3021990	-	-	-	A0U92_RS13775	WP_077813696.1	530	efflux transporter outer membrane subunit
chr	NZ_CP014692.1	3021987	3023171	-	-	-	A0U92_RS13780	WP_077813697.1	394	efflux RND transporter periplasmic adaptor subunit
chr	NZ_CP014692.1	3023171	3026344	-	-	-	A0U92_RS13785	WP_077813698.1	1057	efflux RND transporter permease subunit
chr	NZ_CP014692.1	3026577	3027164	-	-	-	A0U92_RS13790	WP_077813699.1	195	TetR/AcrR family transcriptional regulator
chr	NZ_CP014692.1	3027310	3027546	+	-	-	A0U92_RS13795	WP_077813700.1	78	hypothetical protein
chr	NZ_CP014692.1	3027757	3029046	-	-	glyA	A0U92_RS13800	WP_077813701.1	429	serine hydroxymethyltransferase
chr	NZ_CP014692.1	3029218	3030675	+	-	-	A0U92_RS13805	WP_077813702.1	485	amino acid permease
chr	NZ_CP014692.1	3030978	3032294	+	-	-	A0U92_RS13810	WP_077813703.1	438	HlyC/CorC family transporter
chr	NZ_CP014692.1	3034527	3034724	-	-	-	A0U92_RS13835	WP_077813704.1	65	hypothetical protein
chr	NZ_CP014692.1	3036644	3036961	-	-	-	A0U92_RS13840	WP_077813705.1	105	hypothetical protein
chr	NZ_CP014692.1	3036996	3037313	-	-	-	A0U92_RS13845	WP_077813706.1	105	hypothetical protein
chr	NZ_CP014692.1	3037389	3038951	-	-	-	A0U92_RS13850	WP_077813707.1	520	hypothetical protein
chr	NZ_CP014692.1	3040526	3040909	-	-	-	A0U92_RS13855	WP_077813708.1	127	hypothetical protein
chr	NZ_CP014692.1	3040965	3042332	-	-	-	A0U92_RS13860	WP_077813709.1	455	DUF4043 domain-containing protein
chr	NZ_CP014692.1	3042937	3044187	-	-	-	A0U92_RS13865	WP_077814473.1	416	phage portal protein
chr	NZ_CP014692.1	3045030	3045257	+	-	-	A0U92_RS13870	WP_077813710.1	75	hypothetical protein
chr	NZ_CP014692.1	3045342	3045734	-	-	-	A0U92_RS13875	WP_077813711.1	130	Terminase-like domain protein
chr	NZ_CP014692.1	3046543	3048738	-	-	-	A0U92_RS13880	WP_077814474.1	731	hypothetical protein
chr	NZ_CP014692.1	3048978	3050045	+	-	-	A0U92_RS13885	WP_077813712.1	355	phenylalanine--tRNA ligase subunit alpha
chr	NZ_CP014692.1	3050049	3052511	+	-	-	A0U92_RS13890	WP_077813713.1	820	phenylalanine--tRNA ligase subunit beta
chr	NZ_CP014692.1	3052561	3053709	+	-	-	A0U92_RS13895	WP_077813714.1	382	ATP phosphoribosyltransferase regulatory subunit
chr	NZ_CP014692.1	3053790	3055079	+	-	-	A0U92_RS13900	WP_077813715.1	429	adenylosuccinate synthase
chr	NZ_CP014692.1	3055160	3057133	+	-	-	A0U92_RS13905	WP_077813716.1	657	hypothetical protein
chr	NZ_CP014692.1	3057130	3057600	+	-	-	A0U92_RS13910	WP_077813717.1	156	hypothetical protein
chr	NZ_CP014692.1	3057980	3059053	+	-	-	A0U92_RS13915	WP_077813718.1	357	acyltransferase
chr	NZ_CP014692.1	3059362	3059553	+	-	-	A0U92_RS13920	WP_077813719.1	63	hypothetical protein
chr	NZ_CP014692.1	3060396	3060611	-	-	-	A0U92_RS13925	WP_077813720.1	71	hypothetical protein
chr	NZ_CP014692.1	3060905	3061789	+	-	-	A0U92_RS13930	WP_077813721.1	294	hypothetical protein
chr	NZ_CP014692.1	3061988	3063754	+	-	-	A0U92_RS13935	WP_077814475.1	588	aminopeptidase P family protein
chr	NZ_CP014692.1	3063825	3064856	+	-	-	A0U92_RS13940	WP_077814476.1	343	isocitrate dehydrogenase
chr	NZ_CP014692.1	3065436	3066032	-	-	-	A0U92_RS13950	WP_077813722.1	198	TIGR00730 family Rossman fold protein
chr	NZ_CP014692.1	3066656	3066946	-	-	-	A0U92_RS13955	WP_077813723.1	96	hypothetical protein
chr	NZ_CP014692.1	3066991	3067248	-	-	-	A0U92_RS13960	WP_077813724.1	85	hypothetical protein
chr	NZ_CP014692.1	3067600	3069108	-	-	-	A0U92_RS13970	WP_077814477.1	502	aldehyde dehydrogenase
chr	NZ_CP014692.1	3069123	3069938	-	-	-	A0U92_RS13975	WP_077813725.1	271	aspartate dehydrogenase
chr	NZ_CP014692.1	3069935	3071599	-	-	-	A0U92_RS13980	WP_077814478.1	554	thiamine pyrophosphate-binding protein
chr	NZ_CP014692.1	3071640	3072422	-	-	-	A0U92_RS13985	WP_077813726.1	260	SDR family oxidoreductase
chr	NZ_CP014692.1	3072432	3073280	-	-	-	A0U92_RS13990	WP_077813727.1	282	IclR family transcriptional regulator
chr	NZ_CP014692.1	3073281	3074042	-	-	-	A0U92_RS13995	WP_077814479.1	253	SDR family oxidoreductase
chr	NZ_CP014692.1	3074232	3075488	+	-	-	A0U92_RS14000	WP_077813728.1	418	MFS transporter
chr	NZ_CP014692.1	3075586	3076530	-	-	-	A0U92_RS14005	WP_077813729.1	314	hypothetical protein
chr	NZ_CP014692.1	3076728	3077681	+	-	-	A0U92_RS14010	WP_077813730.1	317	cupin domain-containing protein
chr	NZ_CP014692.1	3077678	3078502	+	-	-	A0U92_RS14015	WP_077813731.1	274	alpha/beta fold hydrolase
chr	NZ_CP014692.1	3078510	3079448	-	-	-	A0U92_RS14020	WP_077813732.1	312	IclR family transcriptional regulator
chr	NZ_CP014692.1	3079517	3079744	+	-	-	A0U92_RS14025	WP_077814480.1	75	hypothetical protein
chr	NZ_CP014692.1	3079772	3080788	+	-	-	A0U92_RS14030	WP_077813733.1	338	aromatic ring-hydroxylating dioxygenase subunit alpha
chr	NZ_CP014692.1	3080781	3081728	+	-	-	A0U92_RS14035	WP_077813734.1	315	oxidoreductase
chr	NZ_CP014692.1	3081758	3083074	+	-	-	A0U92_RS14040	WP_077813735.1	438	glycoside hydrolase family 1 protein
chr	NZ_CP014692.1	3083182	3083364	-	-	-	A0U92_RS14045	WP_077813736.1	60	hypothetical protein
chr	NZ_CP014692.1	3083459	3085924	+	-	-	A0U92_RS14050	WP_077813737.1	821	TonB-dependent receptor
chr	NZ_CP014692.1	3086003	3087004	+	-	-	A0U92_RS14055	WP_077813738.1	333	MBL fold metallo-hydrolase
chr	NZ_CP014692.1	3087618	3088004	-	-	-	A0U92_RS14065	WP_077813739.1	128	hypothetical protein
chr	NZ_CP014692.1	3088182	3089678	+	-	-	A0U92_RS14070	WP_077813740.1	498	recombinase family protein
chr	NZ_CP014692.1	3089678	3090553	+	-	-	A0U92_RS14075	WP_077813741.1	291	ParB/RepB/Spo0J family partition protein
chr	NZ_CP014692.1	3090628	3091434	+	-	-	A0U92_RS14080	WP_077814481.1	268	chromosome partitioning protein ParB
chr	NZ_CP014692.1	3091776	3093083	-	-	-	A0U92_RS14085	WP_077813742.1	435	cytochrome c
chr	NZ_CP014692.1	3093080	3094858	-	-	-	A0U92_RS14090	WP_077813743.1	592	GMC family oxidoreductase
chr	NZ_CP014692.1	3094923	3095606	-	-	-	A0U92_RS14095	WP_077813744.1	227	gluconate 2-dehydrogenase subunit 3 family protein
chr	NZ_CP014692.1	3095772	3095900	-	-	-	A0U92_RS14100	WP_077814482.1	42	hypothetical protein
chr	NZ_CP014692.1	3095907	3096368	-	-	-	A0U92_RS14105	WP_077813745.1	153	hypothetical protein
chr	NZ_CP014692.1	3096560	3098668	-	-	-	A0U92_RS14110	WP_077813746.1	702	lysylphosphatidylglycerol synthetase family protein
chr	NZ_CP014692.1	3098679	3100334	-	-	-	A0U92_RS14115	WP_077813747.1	551	lysine--tRNA ligase
chr	NZ_CP014692.1	3100477	3102030	+	-	-	A0U92_RS14120	WP_077814483.1	517	DegQ family serine endoprotease
chr	NZ_CP014692.1	3102187	3102546	+	-	-	A0U92_RS14125	WP_077813748.1	119	LysR family transcriptional regulator
chr	NZ_CP014692.1	3102620	3104176	+	-	-	A0U92_RS14130	WP_077813749.1	518	glucan biosynthesis protein
chr	NZ_CP014692.1	3104173	3106317	+	-	-	A0U92_RS14135	WP_077813750.1	714	glucans biosynthesis glucosyltransferase MdoH
chr	NZ_CP014692.1	3106675	3107160	+	-	-	A0U92_RS14140	WP_077813751.1	161	bacterioferritin
chr	NZ_CP014692.1	3107276	3107911	-	-	-	A0U92_RS14145	WP_077813752.1	211	hypothetical protein
chr	NZ_CP014692.1	3108363	3110534	-	-	-	A0U92_RS14150	WP_077813753.1	723	ComEC/Rec2 family competence protein
chr	NZ_CP014692.1	3110671	3111087	-	-	-	A0U92_RS14155	WP_077813754.1	138	hypothetical protein
chr	NZ_CP014692.1	3111270	3112667	+	-	-	A0U92_RS14160	WP_077813755.1	465	DNA repair protein RadA
chr	NZ_CP014692.1	3113034	3113855	-	-	-	A0U92_RS14165	WP_077813756.1	273	hypothetical protein
chr	NZ_CP014692.1	3113967	3114800	-	-	-	A0U92_RS14170	WP_077813757.1	277	inositol monophosphatase
chr	NZ_CP014692.1	3114890	3115456	-	-	-	A0U92_RS14175	WP_077813758.1	188	elongation factor P
chr	NZ_CP014692.1	3115830	3116381	-	-	-	A0U92_RS14185	WP_077813759.1	183	MerR family transcriptional regulator
chr	NZ_CP014692.1	3116378	3116671	-	-	-	A0U92_RS14190	WP_077813760.1	97	integration host factor subunit alpha
chr	NZ_CP014692.1	3116765	3117715	-	-	-	A0U92_RS14195	WP_077813761.1	316	ketoacyl-ACP synthase III
chr	NZ_CP014692.1	3117844	3118944	-	-	-	A0U92_RS14200	WP_077813762.1	366	phosphate acyltransferase PlsX
chr	NZ_CP014692.1	3119023	3119226	-	-	-	A0U92_RS14205	WP_077813763.1	67	50S ribosomal protein L32
chr	NZ_CP014692.1	3119379	3119954	-	-	-	A0U92_RS14210	WP_077813764.1	191	DUF177 domain-containing protein
chr	NZ_CP014692.1	3120168	3120695	+	-	-	A0U92_RS14215	WP_077814484.1	175	outer membrane protein assembly factor BamE
chr	NZ_CP014692.1	3120765	3122129	-	-	-	A0U92_RS14220	WP_077813765.1	454	HAMP domain-containing protein
chr	NZ_CP014692.1	3122138	3122848	-	-	-	A0U92_RS14225	WP_077814485.1	236	response regulator transcription factor
chr	NZ_CP014692.1	3122883	3123440	-	-	-	A0U92_RS14230	WP_077813766.1	185	MarR family transcriptional regulator
chr	NZ_CP014692.1	3123437	3124099	-	-	-	A0U92_RS14235	WP_077813767.1	220	hypothetical protein
chr	NZ_CP014692.1	3124096	3124650	-	-	-	A0U92_RS14240	WP_077813768.1	184	peptide deformylase
chr	NZ_CP014692.1	3124885	3125088	+	-	-	A0U92_RS14245	WP_010666215.1	67	30S ribosomal protein S21
chr	NZ_CP014692.1	3125279	3125479	+	-	-	A0U92_RS14250	WP_077813769.1	66	hypothetical protein
chr	NZ_CP014692.1	3125847	3126173	+	-	-	A0U92_RS14255	WP_077813770.1	108	thioredoxin TrxA
chr	NZ_CP014692.1	3126432	3127808	-	-	-	A0U92_RS14260	WP_077813771.1	458	glycosyltransferase
chr	NZ_CP014692.1	3127974	3129131	-	-	-	A0U92_RS14265	WP_077813772.1	385	hypothetical protein
chr	NZ_CP014692.1	3129242	3132472	-	-	-	A0U92_RS14270	WP_077813773.1	1076	glycosyltransferase
chr	NZ_CP014692.1	3132479	3134296	-	-	-	A0U92_RS14275	WP_077813774.1	605	sel1 repeat family protein
chr	NZ_CP014692.1	3134447	3135901	-	-	-	A0U92_RS14280	WP_077813775.1	484	HlyD family type I secretion periplasmic adaptor subunit
chr	NZ_CP014692.1	3135905	3138151	-	-	-	A0U92_RS14285	WP_077813776.1	748	peptidase domain-containing ABC transporter
chr	NZ_CP014692.1	3138356	3138781	-	-	-	A0U92_RS14290	WP_077814486.1	141	hypothetical protein
chr	NZ_CP014692.1	3139028	3142543	+	-	-	A0U92_RS14295	WP_077813777.1	1171	methionine synthase
chr	NZ_CP014692.1	3142875	3145082	+	-	-	A0U92_RS14300	WP_077813778.1	735	copper oxidase
chr	NZ_CP014692.1	3145328	3146863	-	-	-	A0U92_RS14305	WP_077813779.1	511	amino acid permease
chr	NZ_CP014692.1	3146963	3148402	-	-	-	A0U92_RS14310	WP_077813780.1	479	hypothetical protein
chr	NZ_CP014692.1	3148399	3149598	-	-	-	A0U92_RS14315	WP_077814487.1	399	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP014692.1	3149591	3151015	-	-	-	A0U92_RS14320	WP_077813781.1	474	NAD(P)/FAD-dependent oxidoreductase
chr	NZ_CP014692.1	3151330	3152052	-	-	-	A0U92_RS14325	WP_077814489.1	240	DsbA family protein
chr	NZ_CP014692.1	3152703	3154043	+	-	-	A0U92_RS14330	WP_077813782.1	446	MFS transporter
chr	NZ_CP014692.1	3154205	3156571	-	-	-	A0U92_RS14335	WP_077813783.1	788	phospholipase C, phosphocholine-specific
chr	NZ_CP014692.1	3157331	3157744	-	-	-	A0U92_RS14345	WP_077813784.1	137	fluoride efflux transporter CrcB
chr	NZ_CP014692.1	3157778	3158596	-	-	-	A0U92_RS14350	WP_077813785.1	272	universal stress protein
chr	NZ_CP014692.1	3159830	3160879	+	-	-	A0U92_RS14360	WP_077813786.1	349	HoxN/HupN/NixA family nickel/cobalt transporter
chr	NZ_CP014692.1	3161184	3162479	-	-	-	A0U92_RS14365	WP_077813787.1	431	transcription termination factor Rho
chr	NZ_CP014692.1	3162661	3163221	-	-	-	A0U92_RS14370	WP_077813788.1	186	hypothetical protein
chr	NZ_CP014692.1	3163239	3164216	-	-	-	A0U92_RS14375	WP_077813789.1	325	magnesium transporter
chr	NZ_CP014692.1	3164381	3165376	-	-	-	A0U92_RS14380	WP_077813790.1	331	glycosyltransferase
chr	NZ_CP014692.1	3165407	3166312	-	-	-	A0U92_RS14385	WP_077813791.1	301	dTDP-4-dehydrorhamnose reductase
chr	NZ_CP014692.1	3166309	3166869	-	-	-	A0U92_RS14390	WP_077813792.1	186	dTDP-4-dehydrorhamnose 3,5-epimerase
chr	NZ_CP014692.1	3166983	3167891	-	-	-	A0U92_RS14395	WP_077813793.1	302	glucose-1-phosphate thymidylyltransferase RfbA
chr	NZ_CP014692.1	3167913	3168971	-	-	-	A0U92_RS14400	WP_077813794.1	352	dTDP-glucose 4,6-dehydratase
chr	NZ_CP014692.1	3169151	3171328	+	-	-	A0U92_RS14405	WP_077813795.1	725	hypothetical protein
chr	NZ_CP014692.1	3171325	3172026	+	-	-	A0U92_RS14410	WP_077813796.1	233	histidine phosphatase family protein
chr	NZ_CP014692.1	3172463	3173095	-	-	-	A0U92_RS14420	WP_010516374.1	210	MULTISPECIES: glutathione S-transferase
chr	NZ_CP014692.1	3173092	3173661	-	-	-	A0U92_RS14425	WP_010516376.1	189	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3173876	3174802	+	-	-	A0U92_RS14430	WP_010516378.1	308	MULTISPECIES: LysR family transcriptional regulator
chr	NZ_CP014692.1	3174765	3175025	-	-	-	A0U92_RS14435	WP_010516380.1	86	MULTISPECIES: DUF2274 domain-containing protein
chr	NZ_CP014692.1	3175022	3176224	-	-	-	A0U92_RS14440	WP_010516382.1	400	MULTISPECIES: TrbI/VirB10 family protein
chr	NZ_CP014692.1	3176221	3177222	-	-	-	A0U92_RS14445	WP_077813797.1	333	P-type conjugative transfer protein TrbG
chr	NZ_CP014692.1	3177219	3177902	-	-	-	A0U92_RS14450	WP_010516386.1	227	MULTISPECIES: conjugal transfer protein TrbF
chr	NZ_CP014692.1	3177902	3179326	-	-	-	A0U92_RS14455	WP_077813798.1	474	P-type conjugative transfer protein TrbL
chr	NZ_CP014692.1	3179330	3180037	-	-	-	A0U92_RS14460	WP_077814490.1	235	MULTISPECIES: P-type conjugative transfer protein TrbJ
chr	NZ_CP014692.1	3181887	3182150	-	-	-	A0U92_RS14475	WP_010518332.1	87	MULTISPECIES: DUF2285 domain-containing protein
chr	NZ_CP014692.1	3182281	3182565	-	-	-	A0U92_RS14480	WP_018308128.1	94	MULTISPECIES: helix-turn-helix transcriptional regulator
chr	NZ_CP014692.1	3183239	3183565	-	-	-	A0U92_RS14490	WP_018308129.1	108	MULTISPECIES: DUF736 domain-containing protein
chr	NZ_CP014692.1	3183564	3183794	+	-	-	A0U92_RS14495	WP_010517748.1	76	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3183854	3184087	-	-	-	A0U92_RS14500	WP_010517751.1	77	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3184162	3184674	-	-	-	A0U92_RS14505	WP_018308130.1	170	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3184870	3185256	+	-	-	A0U92_RS14510	WP_010517758.1	128	MULTISPECIES: type II toxin-antitoxin system RelE/ParE family toxin
chr	NZ_CP014692.1	3185240	3185563	+	-	-	A0U92_RS14515	WP_010517760.1	107	MULTISPECIES: DNA-binding transcriptional regulator
chr	NZ_CP014692.1	3185594	3186523	-	-	-	A0U92_RS14520	WP_010517762.1	309	MULTISPECIES: DUF2493 domain-containing protein
chr	NZ_CP014692.1	3186522	3186740	+	-	-	A0U92_RS14525	WP_077813799.1	72	hypothetical protein
chr	NZ_CP014692.1	3186844	3187629	-	-	-	A0U92_RS14530	WP_077813800.1	261	hypothetical protein
chr	NZ_CP014692.1	3187616	3188056	-	-	-	A0U92_RS14535	WP_010517766.1	146	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3188140	3189342	-	-	-	A0U92_RS14540	WP_029604267.1	400	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3189642	3190553	+	-	-	A0U92_RS14545	WP_077813801.1	303	MULTISPECIES: integrase
chr	NZ_CP014692.1	3190573	3191763	+	-	-	A0U92_RS14550	WP_077813802.1	396	IS91 family transposase
chr	NZ_CP014692.1	3192254	3192652	-	-	-	A0U92_RS14555	WP_003618791.1	132	MULTISPECIES: MerR family transcriptional regulator
chr	NZ_CP014692.1	3192726	3193376	+	-	-	A0U92_RS14560	WP_010516881.1	216	MULTISPECIES: cation transporter
chr	NZ_CP014692.1	3193552	3194811	+	-	-	A0U92_RS14565	WP_010516882.1	419	MULTISPECIES: TolC family protein
chr	NZ_CP014692.1	3194808	3195842	+	-	-	A0U92_RS14570	WP_011251445.1	344	MULTISPECIES: efflux RND transporter periplasmic adaptor subunit
chr	NZ_CP014692.1	3195842	3198976	+	-	-	A0U92_RS14575	WP_062247650.1	1044	MULTISPECIES: efflux RND transporter permease subunit
chr	NZ_CP014692.1	3199003	3199200	-	-	-	A0U92_RS14580	WP_010516885.1	65	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3199504	3200226	+	-	-	A0U92_RS14585	WP_029604276.1	240	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3200324	3202381	-	-	-	A0U92_RS14590	WP_010517432.1	685	MULTISPECIES: ParB/RepB/Spo0J family partition protein
chr	NZ_CP014692.1	3204244	3205026	-	-	-	A0U92_RS14600	WP_077813803.1	260	cytochrome c family protein
chr	NZ_CP014692.1	3205023	3205751	-	-	-	A0U92_RS14605	WP_077814491.1	242	hypothetical protein
chr	NZ_CP014692.1	3205751	3207850	-	-	-	A0U92_RS14610	WP_077813804.1	699	2Fe-2S iron-sulfur cluster binding domain-containing protein
chr	NZ_CP014692.1	3208021	3208584	-	-	-	A0U92_RS14615	WP_029604279.1	187	MULTISPECIES: cytochrome c
chr	NZ_CP014692.1	3208650	3209042	-	-	-	A0U92_RS14620	WP_062497143.1	130	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3209123	3209929	-	-	-	A0U92_RS14625	WP_062497145.1	268	MULTISPECIES: copper resistance protein B
chr	NZ_CP014692.1	3209926	3211758	-	-	-	A0U92_RS14630	WP_062497147.1	610	MULTISPECIES: copper resistance system multicopper oxidase
chr	NZ_CP014692.1	3211835	3212209	-	-	-	A0U92_RS14635	WP_029604282.1	124	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3212245	3212517	-	-	-	A0U92_RS14640	WP_007284529.1	90	MULTISPECIES: metal-sensitive transcriptional regulator
chr	NZ_CP014692.1	3212561	3214987	+	-	-	A0U92_RS14645	WP_077813805.1	808	MULTISPECIES: heavy metal translocating P-type ATPase
chr	NZ_CP014692.1	3215281	3215721	+	-	-	A0U92_RS14650	WP_010515588.1	146	MULTISPECIES: hypothetical protein
chr	NZ_CP014692.1	3215718	3216065	+	-	-	A0U92_RS14655	WP_010515587.1	115	MULTISPECIES: IS66 family insertion sequence element accessory protein TnpB
chr	NZ_CP014692.1	3216131	3217720	+	-	-	A0U92_RS14660	WP_077813806.1	529	IS66 family transposase
chr	NZ_CP014692.1	3217979	3218425	-	-	-	A0U92_RS14670	WP_029329636.1	148	MULTISPECIES: excisionase
chr	NZ_CP014692.1	3218532	3219791	-	-	-	A0U92_RS14675	WP_010515582.1	419	MULTISPECIES: site-specific integrase
chr	NZ_CP014692.1	3220259	3221326	-	-	-	A0U92_RS14685	WP_077813807.1	355	WD40 repeat domain-containing protein
chr	NZ_CP014692.1	3221350	3222351	-	-	-	A0U92_RS14690	WP_077813808.1	333	GTP-binding protein
chr	NZ_CP014692.1	3222528	3225950	-	-	-	A0U92_RS14695	WP_077813809.1	1140	hypothetical protein
chr	NZ_CP014692.1	3226058	3229180	+	-	-	A0U92_RS14700	WP_077813810.1	1040	bifunctional
chr	NZ_CP014692.1	3229281	3229760	+	-	-	A0U92_RS14705	WP_077814492.1	159	thioredoxin-dependent thiol peroxidase
chr	NZ_CP014692.1	3229924	3230322	+	-	-	A0U92_RS14710	WP_077813811.1	132	hypothetical protein
chr	NZ_CP014692.1	3230481	3230711	+	-	-	A0U92_RS14715	WP_077813812.1	76	hypothetical protein
chr	NZ_CP014692.1	3230724	3231101	+	-	-	A0U92_RS14720	WP_077813813.1	125	hypothetical protein
chr	NZ_CP014692.1	3231208	3231396	+	-	-	A0U92_RS14725	WP_077813814.1	62	hypothetical protein
chr	NZ_CP014692.1	3232149	3233057	-	-	-	A0U92_RS14740	WP_077814493.1	302	IS481 family transposase
chr	NZ_CP014692.1	3234045	3234863	-	-	-	A0U92_RS14745	WP_077813815.1	272	aldo/keto reductase
chr	NZ_CP014692.1	3235203	3236015	-	-	-	A0U92_RS14750	WP_077813816.1	270	hypothetical protein
chr	NZ_CP014692.1	3236012	3237331	-	-	-	A0U92_RS14755	WP_077813817.1	439	MFS transporter
chr	NZ_CP014692.1	3237800	3240187	+	-	-	A0U92_RS14760	WP_077813818.1	795	TonB-dependent receptor
chr	NZ_CP014692.1	3240533	3240931	-	-	-	A0U92_RS14765	WP_077814494.1	132	hypothetical protein
chr	NZ_CP014692.1	3240939	3242084	-	-	-	A0U92_RS14770	WP_077813819.1	381	FAD-binding oxidoreductase
chr	NZ_CP014692.1	3242081	3243487	-	-	-	A0U92_RS14775	WP_077813820.1	468	FAD-dependent oxidoreductase
chr	NZ_CP014692.1	3243480	3243815	-	-	-	A0U92_RS14780	WP_077813821.1	111	(2Fe-2S)-binding protein
chr	NZ_CP014692.1	3243841	3244554	-	-	-	A0U92_RS14785	WP_077813822.1	237	SDR family NAD(P)-dependent oxidoreductase
chr	NZ_CP014692.1	3244570	3246123	-	-	-	A0U92_RS14790	WP_077813823.1	517	hydantoinase B/oxoprolinase family protein
chr	NZ_CP014692.1	3246166	3247464	-	-	-	A0U92_RS14795	WP_077813824.1	432	FAD-binding oxidoreductase
chr	NZ_CP014692.1	3247635	3249692	+	-	-	A0U92_RS14800	WP_077813825.1	685	hydantoinase/oxoprolinase family protein
chr	NZ_CP014692.1	3249777	3250196	+	-	-	A0U92_RS14805	WP_077813826.1	139	hypothetical protein
